vocabulary,meaning,IPA,book,author
goatee,山羊胡子,ˈgoʊˈti,Eligible,Curtis Sittenfeld
savant,学者,səˈvɑnt,Eligible,Curtis Sittenfeld
pasties,馅饼,pasties*,Eligible,Curtis Sittenfeld
shindig,盛会,ˈʃɪndɪg,Eligible,Curtis Sittenfeld
squirm,蠕动,skwərm,Eligible,Curtis Sittenfeld
off-color,变色,off-color*,Eligible,Curtis Sittenfeld
pried apart,撬开,praɪd əˈpɑrt,Eligible,Curtis Sittenfeld
eschewed,回避,ˌɛˈʃud,Eligible,Curtis Sittenfeld
Charades,字谜,ʃəreɪdz,Eligible,Curtis Sittenfeld
hushed,安静的,həʃt,Eligible,Curtis Sittenfeld
gander,甘德,ˈgændər,Eligible,Curtis Sittenfeld
polystyrene,聚苯乙烯,ˌpɑˌliˈstaɪˌrin,Eligible,Curtis Sittenfeld
superciliousness,目空一切,superciliousness*,Eligible,Curtis Sittenfeld
lingerie,内衣,ˈlɑnʒərˌeɪ,Eligible,Curtis Sittenfeld
prurience,好色,prurience*,Eligible,Curtis Sittenfeld
grits,糁,grɪts,Eligible,Curtis Sittenfeld
tart.,酸。,tɑrt.,Eligible,Curtis Sittenfeld
pomegranate,石榴,ˌpɑməˈgrænət,Eligible,Curtis Sittenfeld
dissident,持不同政见者,ˈdɪsədɪnt,Eligible,Curtis Sittenfeld
uncharitable,无情的,uncharitable*,Eligible,Curtis Sittenfeld
uphill,上坡,ˈəˈphɪl,Eligible,Curtis Sittenfeld
convulsed,抽搐,convulsed*,Eligible,Curtis Sittenfeld
whirring,呼呼,wərɪŋ,Eligible,Curtis Sittenfeld
unfazed,无所畏惧,ənˈfeɪzd,Eligible,Curtis Sittenfeld
testes,睾丸,ˈtɛˌstiz,Eligible,Curtis Sittenfeld
steroids,类固醇,ˈstɛrɔɪdz,Eligible,Curtis Sittenfeld
Churlish,无礼的,ˈʧərlɪʃ,Eligible,Curtis Sittenfeld
chipper,削片机,ˈʧɪpər,Eligible,Curtis Sittenfeld
bandwidth,带宽,ˈbændwɪdθ,Eligible,Curtis Sittenfeld
barricaded,路障,ˈbɛrəˌkeɪdɪd,Eligible,Curtis Sittenfeld
equanimous,平静的,equanimous*,Eligible,Curtis Sittenfeld
lethal,致命,ˈliθəl,Eligible,Curtis Sittenfeld
eschewal,回避,eschewal*,Eligible,Curtis Sittenfeld
matriarch,女族长,ˈmeɪtriˌɑrk,Eligible,Curtis Sittenfeld
cicadas,蝉,sɪˈkeɪdəz,Eligible,Curtis Sittenfeld
burping,打嗝,ˈbərpɪŋ,Eligible,Curtis Sittenfeld
syncope,昏厥,ˈsɪnkəˌpi,Eligible,Curtis Sittenfeld
vis-à-vis,面对面,vis-à-vis*,Eligible,Curtis Sittenfeld
stink,臭,stɪŋk,Eligible,Curtis Sittenfeld
facsimile,传真,fækˈsɪməli,Eligible,Curtis Sittenfeld
geriatric,老年医学,ˌʤɛriˈætrɪk,Eligible,Curtis Sittenfeld
strychnine,马钱子碱,ˈstrɪkˌnaɪn,Eligible,Curtis Sittenfeld
insemination,授精,ˌɪnˌsɛməˈneɪʃən,Eligible,Curtis Sittenfeld
besotted,痴迷,besotted*,Eligible,Curtis Sittenfeld
nooner.,中午。,nooner*.,Eligible,Curtis Sittenfeld
wastrel,败家子,wastrel*,Eligible,Curtis Sittenfeld
bucolic,田园式的,bjuˈkɑlɪk,Eligible,Curtis Sittenfeld
trimester,三个月,traɪˈmɛstər,Eligible,Curtis Sittenfeld
histrionics,表演,ˌhɪstriˈɑnɪks,Eligible,Curtis Sittenfeld
anorexic,厌食症,ˌænərˈɛksɪk,Eligible,Curtis Sittenfeld
blotchy,有斑点的,ˈblɑtʧi,Eligible,Curtis Sittenfeld
winced,畏缩,wɪnst,Eligible,Curtis Sittenfeld
petulant,任性的,ˈpɛʧələnt,Eligible,Curtis Sittenfeld
intuited,凭直觉,intuited*,Eligible,Curtis Sittenfeld
obstetrician,产科医生,ˌɑbstəˈtrɪʃən,Eligible,Curtis Sittenfeld
scullery,洗碗间,scullery*,Eligible,Curtis Sittenfeld
inordinate,过分的,ˌɪˈnɔrdənɪt,Eligible,Curtis Sittenfeld
compunction,内疚,kəmˈpəŋkʃən,Eligible,Curtis Sittenfeld
mitts,手套,mɪts,Eligible,Curtis Sittenfeld
transgressions,过犯,trænzˈgrɛʃənz,Eligible,Curtis Sittenfeld
innuendo,暗示,ˌɪnjuˈɛndoʊ,Eligible,Curtis Sittenfeld
Gouda,豪达,gouda*,Eligible,Curtis Sittenfeld
sommelier,侍酒师,sommelier*,Eligible,Curtis Sittenfeld
temping,诱惑,temping*,Eligible,Curtis Sittenfeld
leprechaun,妖精,ˈlɛpərˌkɔn,Eligible,Curtis Sittenfeld
brazen,厚颜无耻,ˈbreɪzən,Eligible,Curtis Sittenfeld
scallops,扇贝,ˈskæləps,Eligible,Curtis Sittenfeld
nauseated,恶心,ˈnɔziˌeɪtəd,Eligible,Curtis Sittenfeld
minimalist,极简主义者,ˈmɪnəməlɪst,Eligible,Curtis Sittenfeld
sculpted,雕刻的,ˈskəlptɪd,Eligible,Curtis Sittenfeld
reeking,臭臭的,ˈrikɪŋ,Eligible,Curtis Sittenfeld
suspenseful,悬疑的,səˈspɛnsfəl,Eligible,Curtis Sittenfeld
"waifs,",流浪儿，,"waifs*,",Eligible,Curtis Sittenfeld
moratorium,暂停,ˌmɔrəˈtɔriəm,Eligible,Curtis Sittenfeld
romp,欢蹦乱跳,rɑmp,Eligible,Curtis Sittenfeld
futon,蒲团,ˈfutɑn,Eligible,Curtis Sittenfeld
romps,嬉戏,romps*,Eligible,Curtis Sittenfeld
coital,性交,coital*,Eligible,Curtis Sittenfeld
clincher,硬道理,ˈklɪnʧər,Eligible,Curtis Sittenfeld
tantrums,发脾气,ˈtæntrəmz,Eligible,Curtis Sittenfeld
obsequious,低三下四,əbˈsikwiəs,Eligible,Curtis Sittenfeld
flurry,乱舞,ˈfləri,Eligible,Curtis Sittenfeld
cavorting,嬉戏,kəˈvɔrtɪŋ,Eligible,Curtis Sittenfeld
ulcers.,溃疡。,ˈəlsərz.,Eligible,Curtis Sittenfeld
kale smoothies,羽衣甘蓝冰沙,keɪl smoothies*,Eligible,Curtis Sittenfeld
welling,威灵,ˈwɛlɪŋ,Eligible,Curtis Sittenfeld
trysts,幽会,trysts*,Eligible,Curtis Sittenfeld
aeration stage,曝气阶段,aeration* steɪʤ,Eligible,Curtis Sittenfeld
equanimous,平静的,equanimous*,Eligible,Curtis Sittenfeld
moronic,低能的,moronic*,Eligible,Curtis Sittenfeld
incertitude,不确定,incertitude*,Eligible,Curtis Sittenfeld
blithely,愉快地,ˈblaɪθli,Eligible,Curtis Sittenfeld
fiend,恶魔,find,Eligible,Curtis Sittenfeld
acrimonious,尖刻,ˌækrəˈmoʊniəs,Eligible,Curtis Sittenfeld
masochistic,受虐的,ˈmæsəkɪstɪk,Eligible,Curtis Sittenfeld
unflappable,镇定自若,ənˈflæpəbəl,Eligible,Curtis Sittenfeld
stashed,藏起来,stæʃt,Eligible,Curtis Sittenfeld
foibles of,的弱点,ˈfɔɪbəlz əv,Eligible,Curtis Sittenfeld
simulacrum,模拟物,simulacrum*,Eligible,Curtis Sittenfeld
caper,跳跃,ˈkeɪpər,Eligible,Curtis Sittenfeld
anorexic,厌食症,ˌænərˈɛksɪk,Eligible,Curtis Sittenfeld
mascara,睫毛膏,mæˈskɛrə,Eligible,Curtis Sittenfeld
karmically,因果报应,karmically*,Eligible,Curtis Sittenfeld
flotsam,废料,ˈflɑtsəm,Eligible,Curtis Sittenfeld
remorse,悔恨,rɪˈmɔrs,Eligible,Curtis Sittenfeld
fraught,忧虑的,frɔt,Eligible,Curtis Sittenfeld
purring,呼噜声,pərɪŋ,Eligible,Curtis Sittenfeld
croquet,槌球,kroʊˈkeɪ,Eligible,Curtis Sittenfeld
stint,限制,stɪnt,Eligible,Curtis Sittenfeld
punitive,惩罚性的,ˈpjunətɪv,Eligible,Curtis Sittenfeld
giddy as,头晕如,ˈgɪdi ɛz,Eligible,Curtis Sittenfeld
transvestite,异装癖,trænzˈvɛstaɪt,Eligible,Curtis Sittenfeld
visor,遮阳板,ˈvaɪzər,Eligible,Curtis Sittenfeld
meted,测量的,ˈmitɪd,Eligible,Curtis Sittenfeld
grumpy,脾气暴躁的,ˈgrəmpi,Eligible,Curtis Sittenfeld
bashful,害羞的,ˈbæʃfəl,Eligible,Curtis Sittenfeld
solitaire,单人纸牌,ˌsɑləˈtɛr,Eligible,Curtis Sittenfeld
espoused,拥护,ɪˈspaʊzd,Eligible,Curtis Sittenfeld
jittery,紧张不安的,ˈʤɪtəri,Eligible,Curtis Sittenfeld
bonkers,疯子,ˈbɑŋkərz,Eligible,Curtis Sittenfeld
torment,折磨,ˈtɔrˌmɛnt,Eligible,Curtis Sittenfeld
bluff,虚张声势,bləf,Eligible,Curtis Sittenfeld
bender,弯曲机,ˈbɛndər,Eligible,Curtis Sittenfeld
lull,麻痹,ləl,Eligible,Curtis Sittenfeld
maelstrom,漩涡,ˈmeɪlstrəm,Eligible,Curtis Sittenfeld
bailiwick,范围,ˈbeɪlɪˌwɪk,Eligible,Curtis Sittenfeld
bistro,小酒馆,ˈbɪstroʊ,Eligible,Curtis Sittenfeld
meek,温顺,mik,Eligible,Curtis Sittenfeld
behest,遗嘱,bɪˈhɛst,Eligible,Curtis Sittenfeld
canoodled,涂鸦,canoodled*,Eligible,Curtis Sittenfeld
quizzically,疑惑地,quizzically*,Eligible,Curtis Sittenfeld
prenup,婚前协议,prenup*,Eligible,Curtis Sittenfeld
divulged,泄露,dɪˈvəlʤd,Eligible,Curtis Sittenfeld
limousine,豪华轿车,ˈlɪməˌzin,Eligible,Curtis Sittenfeld
Charades,字谜,ʃəreɪdz,Eligible,Curtis Sittenfeld
inebriated,陶醉的,ˌɪˈnɛbriˌeɪtəd,Eligible,Curtis Sittenfeld
navel,脐,ˈneɪvəl,Eligible,Curtis Sittenfeld
shimmied,摆动,shimmied*,Eligible,Curtis Sittenfeld
palates,口味,ˈpæləts,Eligible,Curtis Sittenfeld
entourage,随行人员,ˌɑntʊˈrɑʒ,Eligible,Curtis Sittenfeld
oxymoron,矛盾修辞法,ˌɑkˈsiˈmɔrɑn,Eligible,Curtis Sittenfeld
reek right,臭气熏天,rik raɪt,Eligible,Curtis Sittenfeld
corny,陈腐的,ˈkɔrni,Eligible,Curtis Sittenfeld
salvaged,打捞上来,ˈsælvɪʤd,Eligible,Curtis Sittenfeld
purgatory,炼狱,ˈpərgəˌtɔri,Eligible,Curtis Sittenfeld
quizzical,古怪的,kˈwɪzəkəl,Eligible,Curtis Sittenfeld
crumpled,皱巴巴的,ˈkrəmpəld,Eligible,Curtis Sittenfeld
triage,分流,traɪɪʤ,Eligible,Curtis Sittenfeld
unhinged,精神错乱的,ənˈhɪnʤd,Eligible,Curtis Sittenfeld
penultimate,倒数第二,pɛˈnəltəmət,Eligible,Curtis Sittenfeld
bleat,裸,bleat*,Eligible,Curtis Sittenfeld
interspersed,穿插,ˌɪntərˈspərst,Eligible,Curtis Sittenfeld
bevy,一群人,ˈbɛvi,Eligible,Curtis Sittenfeld
canard,鸭翼,kəˈnɑrd,Eligible,Curtis Sittenfeld
gastrointestinal,肠胃,ˌgæstroʊɪnˈtɛstənəl,Eligible,Curtis Sittenfeld
delusion,妄想,dɪˈluʒən,Eligible,Curtis Sittenfeld
chyrons,凯伦斯,chyrons*,Eligible,Curtis Sittenfeld
sockets,插座,ˈsɑkəts,Eligible,Curtis Sittenfeld
TMI,TMI,tmi*,DragonandFlameARe,ZoePerdita
Shacking up,同居,shacking* əp,DragonandFlameARe,ZoePerdita
flunked out of,不及格,fləŋkt aʊt əv,DragonandFlameARe,ZoePerdita
shady,阴凉,ˈʃeɪdi,DragonandFlameARe,ZoePerdita
gentrification,士绅化,ˌʤɛntrɪfɪˈkeɪʃən,DragonandFlameARe,ZoePerdita
strobe,频闪,stroʊb,DragonandFlameARe,ZoePerdita
courtships,求爱,courtships*,Eligible,Curtis Sittenfeld
compromising,妥协,ˈkɑmprəˌmaɪzɪŋ,DragonandFlameARe,ZoePerdita
tumbler,不倒翁,ˈtəmblər,DragonandFlameARe,ZoePerdita
mecca,麦加,ˈmɛkə,DragonandFlameARe,ZoePerdita
bum,屁股,bəm,DragonandFlameARe,ZoePerdita
Sanskrit,梵文,ˈsænskrɪt,DragonandFlameARe,ZoePerdita
nightingale,夜莺,ˈnaɪtɪŋgeɪl,DragonandFlameARe,ZoePerdita
slouched in,无精打采,slouched* ɪn,DragonandFlameARe,ZoePerdita
BLT,BLT,blt*,DragonandFlameARe,ZoePerdita
clutter,混乱,ˈklətər,DragonandFlameARe,ZoePerdita
spooning,勺子,spooning*,Encore (Famous Book 4),Eden Finley
jab,戳,ʤæb,DragonandFlameARe,ZoePerdita
grated,磨碎的,ˈgreɪtɪd,DragonandFlameARe,ZoePerdita
lobotomy,脑叶切开术,ˈloʊˌboʊˌtoʊmi,DragonandFlameARe,ZoePerdita
misconstrued,误解,ˌmɪskənˈstrud,Encore (Famous Book 4),Eden Finley
detail,细节,ˈditeɪl,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
washboard,搓板,ˈwɑʃˌbɔrd,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
compute,计算,kəmˈpjut,Encore (Famous Book 4),Eden Finley
bloc,集团,blɑk,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
twanged,摇摇晃晃的,twanged*,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
suckered,被骗了,ˈsəkərd,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
joints,关节,ʤɔɪnts,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
klaxon,喇叭,klaxon*,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
dive,潜水,daɪv,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
Caliphate,哈里发,caliphate*,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
POTUS,美国总统,potus*,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
mulish,多变的,mulish*,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
cypress,柏,ˈsaɪprɪs,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
shucked,去壳,ʃəkt,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
pool,水池,pul,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
smoke,抽烟,smoʊk,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
Viagra,伟哥,vaɪˈægrə,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
pilsner,比尔森啤酒,ˈpɪlznər,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
sentry’s,哨兵的,sentry’s*,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
chapped,干裂的,chapped*,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
Saudi,沙特阿拉伯,ˈsɔdi,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
civvies,便服,civvies*,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
beanie,帽子,beanie*,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
yurt,蒙古包,jʊrt,Enemy Within (Executive Office #3) (The Executive Office),Tal Bauer
fig,如图,fɪg,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
stuttering,口吃,ˈstətərɪŋ,Enemy Within (Executive Office #3) (The Executive Office),Tal Bauer
machete,弯刀,məˈʧɛˌti,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
jihadist,圣战分子,ʤiˈhɑˌdɪst,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
casket,棺材,ˈkæskət,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
nuke,核武器,nuk,Enemies of the State: The Executive Office # 1 - Special Edition,Tal Bauer
tines,尖齿,taɪnz,Enemy Within (Executive Office #3) (The Executive Office),Tal Bauer
silos,筒仓,ˈsaɪˌloʊz,Enemy Within (Executive Office #3) (The Executive Office),Tal Bauer
pylon,塔,ˈpaɪˌlɑn,Enemy Within (Executive Office #3) (The Executive Office),Tal Bauer
liniment,擦剂,liniment*,Enlightened,Joanna Chambers
miscarriage,流产,mɪˈskɛrəʤ,Enlightened,Joanna Chambers
prunes,李子,prunz,Enlightened,Joanna Chambers
eke,咳咳,ik,Enlightened,Joanna Chambers
backhanded,反手,ˈbæˌkhændɪd,Enlightened,Joanna Chambers
felicitations,祝贺,felicitations*,Enlightened,Joanna Chambers
Diocese,教区,ˈdaɪəˌsiz,Enemy Of My Enemy: The Executive Office #2 - Special Edition,Tal Bauer
Kremlin,克里姆林宫,ˈkrɛmlɪn,Enemy Of My Enemy: The Executive Office #2 - Special Edition,Tal Bauer
trailblazers,开拓者,ˈtreɪlˌbleɪzərz,Enemy Of My Enemy: The Executive Office #2 - Special Edition,Tal Bauer
freeloader,不速之客,ˈfriˌloʊdər,Enemy Of My Enemy: The Executive Office #2 - Special Edition,Tal Bauer
Cardamom,小豆蔻,cardamom*,Enemy Of My Enemy: The Executive Office #2 - Special Edition,Tal Bauer
jumped,跳了,ʤəmpt,Enemy Of My Enemy: The Executive Office #2 - Special Edition,Tal Bauer
spleen,脾,splin,Enemy Of My Enemy: The Executive Office #2 - Special Edition,Tal Bauer
imam,阿訇,ˈaɪmæm,Enemy Of My Enemy: The Executive Office #2 - Special Edition,Tal Bauer
hangar,机库,ˈhæŋər,Enemy Of My Enemy: The Executive Office #2 - Special Edition,Tal Bauer
encomiums,赞美词,encomiums*,Essentially Postmillennial (Robert Rodi Essentials),"Rodi, Robert"
feta,羊乳酪,feta*,Essentially Postmillennial (Robert Rodi Essentials),"Rodi, Robert"
alter ego,另一个自己,ˈɔltər ˈigoʊ,Erase and Reconstitute,equestrianstatue
cognoscenti,行家,ˌkɑgnɔˈʃɛnˌti,Essentially Postmillennial (Robert Rodi Essentials),"Rodi, Robert"
Episcopal,主教,ɪˈpɪskəpəl,Enemy Of My Enemy: The Executive Office #2 - Special Edition,Tal Bauer
hoot,叱,hut,Exhale,Joel Abernathy
palatable,可口的,ˈpælətəbəl,Exhale,Joel Abernathy
comeuppance,报应,ˌkəˈməpəns,Exhale,Joel Abernathy
fessed up,坦白了,fɛst əp,Exhale,Joel Abernathy
dorsal,背面,ˈdɔrsəl,Exhale,Joel Abernathy
backdrop,背景,ˈbækˌdrɑp,Exhale,Joel Abernathy
tantrum,发脾气,ˈtæntrəm,Exhale,Joel Abernathy
tawny,黄褐色,ˈtɑni,Exhale,Joel Abernathy
no-brainer,无需动脑筋,ˌnoʊˈbreɪnər,Exhale,Joel Abernathy
stencil,模版,ˈstɛnsɪl,Exhale,Joel Abernathy
ransom,赎金,ˈrænsəm,Exhale,Joel Abernathy
flayed,剥皮的,fleɪd,Exhale,Joel Abernathy
bile,胆汁,baɪl,Exhale,Joel Abernathy
erogenous,性感的,erogenous*,Exhale,Joel Abernathy
slew,杀戮,slu,Exhale,Joel Abernathy
slob,懒汉,slɑb,Exhale,Joel Abernathy
ergonomic,人类工程学的,ˌərgəˈnɑmɪk,Exhale,Joel Abernathy
circa,大约,ˈsərkə,Exhale,Joel Abernathy
feral,野性的,ˈfɛrəl,Exhale,Joel Abernathy
mannequin,人体模型,ˈmænəkɪn,Exhale,Joel Abernathy
hooded eyes,蒙上眼睛,ˈhʊdɪd aɪz,Exhale,Joel Abernathy
rile,激怒,raɪl,Exhale,Joel Abernathy
maestro’s,教师,maestro’s*,Exhale,Joel Abernathy
Fido,菲多,ˈfaɪdoʊ,Exhale,Joel Abernathy
scrotum,阴囊,scrotum*,Exhale,Joel Abernathy
snide,冷嘲热讽,snaɪd,Exhale,Joel Abernathy
debauchery,放荡,dəˈbɔʧəri,Exhale,Joel Abernathy
mast,桅杆,mæst,Exhale,Joel Abernathy
romp,欢蹦乱跳,rɑmp,Exhale,Joel Abernathy
lackluster,乏善可陈,ˈlæˌkləstər,Exhale,Joel Abernathy
canister,罐,ˈkænɪstər,Exhale,Joel Abernathy
pitstop,进站,pitstop*,Exhale,Joel Abernathy
parlance,说法,ˈpɑrləns,Exhale,Joel Abernathy
umbilical,脐带的,əmˈbɪlɪkəl,Exhale,Joel Abernathy
stethoscope,听诊器,ˈstɛθəˌskoʊp,Exhale,Joel Abernathy
wile,诡计,waɪl,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
elixirs,长生不老药,elixirs*,Exhale,Joel Abernathy
Pierrot,皮埃罗,pierrot*,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
antenna,天线,ænˈtɛnə,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
imp,小鬼,ɪmp,Exhale,Joel Abernathy
shocks,冲击,ʃɑks,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
sotto voce,耳语,sotto* voce*,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
solvency,偿付能力,ˈsɔlvənsi,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
retsina,视网膜,retsina*,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
thyroid,甲状腺,ˈθaɪrɔɪd,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
tiff,争吵,tɪf,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
cipher,密码,ˈsaɪfər,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
euthanize,安乐死,ˈjuθəˌnaɪz,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
epicurean,享乐主义者,ˌɛpəˈkjʊriən,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
diorama,西洋镜,diorama*,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
tandem,串联,ˈtændəm,Exhale,Joel Abernathy
rate,速度,reɪt,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
cuticles,角质层,cuticles*,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
no-go,不许走,ˈnoʊˌgoʊ,Fake Out,Eden Finley
incontinent,大小便失禁,ˌɪnˈkɑntənənt,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
antlers,鹿角,ˈæntlərz,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
narcoleptic,发作性睡病的,narcoleptic*,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
spiel,高谈阔论,spil,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
collie,牧羊犬,ˈkɑli,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
seismic,地震,ˈsaɪzmɪk,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
cradle,摇篮,ˈkreɪdəl,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
turnstiles,十字转门,ˈtərnˌstaɪlz,Fake Out,Eden Finley
feces,屎,ˈfiˌsiz,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
gremlin,小精灵,ˈgrɛmlən,Exhale,Joel Abernathy
Pavlovian,巴甫洛夫式,ˌpævˈloʊviən,Fake Out,Eden Finley
kryptonite,氪石,ˈkrɪptoʊˌnaɪt,Fake Out,Eden Finley
watering hole,水坑,ˈwɔtərɪŋ hoʊl,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
hoodlum,流氓,ˈhʊdləm,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
ravishing,迷人的,ˈrævɪʃɪŋ,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
boneheaded,愚蠢的,boneheaded*,Fireman&#39;s Carry,Eli Easton
Kudos,荣誉,ˈkudoʊs,Fireman&#39;s Carry,Eli Easton
cooties,虱子,cooties*,Fireman&#39;s Carry,Eli Easton
polemical,好辩的,pəˈlɛməkəl,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
Diaphragm,隔膜,ˈdaɪəˌfræm,Fandom (Famous Book 3),Eden Finley
fuchsia,紫红色,fuchsia*,Fathers of the Bride,Marshall Thornton
soul food,灵魂食物,soʊl fud,Fathers of the Bride,Marshall Thornton
tantamount,等于,ˈtæntəˌmaʊnt,Fag Hag (Robert Rodi Essentials),"Rodi, Robert"
paring,削皮,ˈpɛrɪŋ,Fake Out,Eden Finley
legalese,法律术语,ˈlɛgəˌlis,Fathers of the Bride,Marshall Thornton
pudendum,感到羞耻,pudendum*,Fathers of the Bride,Marshall Thornton
kerfuffle,混战,kərˈfəfəl,Fathers of the Bride,Marshall Thornton
pocketbook,钱包,ˈpɑkətˌbʊk,Fathers of the Bride,Marshall Thornton
crostini,克罗斯蒂尼,crostini*,Fathers of the Bride,Marshall Thornton
pallet,托盘,ˈpælət,Fathers of the Bride,Marshall Thornton
stock,库存,stɑk,Fathers of the Bride,Marshall Thornton
topsiders,上层人士,topsiders*,Fathers of the Bride,Marshall Thornton
vichyssoise,维希苏瓦斯,ˌviʃɪsˈwɑz,Fathers of the Bride,Marshall Thornton
tangerine,柑橘,ˌtænʤərˈin,Fathers of the Bride,Marshall Thornton
thirst trap,口渴陷阱,θərst træp,Fathers of the Bride,Marshall Thornton
flint,燧石,flɪnt,Flight Behavior,Barbara Kingsolver
shelf life,保质期,ʃɛlf laɪf,Fathers of the Bride,Marshall Thornton
garb,外衣,gɑrb,Fathers of the Bride,Marshall Thornton
droopy,下垂的,ˈdrupi,Flight Behavior,Barbara Kingsolver
caftans,长袍,ˈkæfˌtænz,Fathers of the Bride,Marshall Thornton
hornet’s,黄蜂的,hornet’s*,Flight Behavior,Barbara Kingsolver
sarongs,围裙,sərɔŋz,Fathers of the Bride,Marshall Thornton
Valium,安定,ˈvæˌliəm,Flight Behavior,Barbara Kingsolver
saplings,树苗,ˈsæplɪŋz,Flight Behavior,Barbara Kingsolver
shack,窝棚,ʃæk,Flight Behavior,Barbara Kingsolver
flash mob,快闪族,flæʃ mɑb,Fathers of the Bride,Marshall Thornton
ecru,本色,ˈɛkru,Fathers of the Bride,Marshall Thornton
grit,砂砾,grɪt,Flight Behavior,Barbara Kingsolver
potholes,坑洼,ˈpɑˌthoʊlz,Flight Behavior,Barbara Kingsolver
underemployed,就业不足,ˈəndərɪmˈplɔɪd,Flight Behavior,Barbara Kingsolver
muggy,闷热,ˈməgi,Flight Behavior,Barbara Kingsolver
splintered,分裂的,ˈsplɪntərd,Flight Behavior,Barbara Kingsolver
dimpled,酒窝,ˈdɪmpəld,Flight Behavior,Barbara Kingsolver
snatched,抢了,snæʧt,Flight Behavior,Barbara Kingsolver
molasses,糖蜜,məˈlæsəz,Flight Behavior,Barbara Kingsolver
sheaves,捆,ʃivz,Flight Behavior,Barbara Kingsolver
cobbled,鹅卵石,ˈkɑbəld,Flight Behavior,Barbara Kingsolver
put the kibosh on,把基博什放在,pʊt ðə kibosh* ɔn,Fathers of the Bride,Marshall Thornton
petered out,逐渐消失,ˈpitərd aʊt,Flight Behavior,Barbara Kingsolver
suede,绒面革,sweɪd,Flight Behavior,Barbara Kingsolver
saplings,树苗,ˈsæplɪŋz,Flight Behavior,Barbara Kingsolver
bulldozing,推土机,ˈbʊlˌdoʊzɪŋ,Flight Behavior,Barbara Kingsolver
