vocabulary,meaning,IPA,book,author
flourish,"1. To grow luxuriantly; to increase and enlarge, as a healthy growing plant; a thrive. A tree thrives and flourishes in a kindly . . . soil. Bp. Horne. 2. To be prosperous; to increase in wealth, honor, comfort, happiness, or whatever is desirable; to thrive; to be prominent and influental; specifically, of authors, painters, etc., to be in a state of activity or production. When all the workers of iniquity do flourish. Ps. xcii 7 Bad men as frequently prosper and flourish, and that by the means of their wickedness. Nelson. We say Of those that held their heads above the crowd, They flourished then or then. Tennyson. 3. To use florid language; to indulge in rhetorical figures and lofty expressions; to be flowery. They dilate . . . and flourish long on little incidents. J. Watts. 4. To make bold and sweeping, fanciful, or wanton movements, by way of ornament, parade, bravado, etc.; to play with fantastic and irregular motion. Impetuous spread The stream, and smoking flourished o'er his head. Pope. 5. To make ornamental strokes with the pen; to write graceful, decorative figures. 6. To execute an irregular or fanciful strain of music, by way of ornament or prelude. Why do the emperor's trumpets flourish thus Shak. 7. To boast; to vaunt; to brag. Pope.

1. To adorn with flowers orbeautiful figures, either natural or artificial; to ornament with anything showy; to embellish. [Obs.] Fenton. 2. To embellish with the flowers of diction; to adorn with rhetorical figures; to grace with ostentatious eloquence; to set off with a parade of words. [Obs.] Sith that the justice of your title to him Doth flourish the deceit. Shak. 3. To move in bold or irregular figures; to swing about in circles or vibrations by way of show or triumph; to brandish. And flourishes his blade in spite of me. Shak. 4. To develop; to make thrive; to expand. [Obs.] Bottoms of thread . . . which with a good needle, perhaps flourished into large works. Bacon.

1. A flourishing condition; prosperity; vigor. [Archaic] The Roman monarchy, in her highest flourish, never had the like. Howell. 2. Decoration; ornament; beauty. The flourish of his sober youth Was the pride of naked truth. Crashaw. 3. Something made or performed in a fanciful, wanton, or vaunting manner, by way of ostentation, to excite admiration, etc.; ostentatious embellishment; ambitious copiousness or amplification; parade of wordas, a flourish of rhetoric or of wit. He lards with flourishes his long harangue. Dryden. 4. A fanciful stroke of the pen or graver; a merely decorative figure. The neat characters and flourishes of a Bible curiously printed. Boyle. 5. A fantastic or decorative musical passage; a strain of triumph or bravado, not forming part of a regular musical composition; a cal; a fanfare. A flourish, trumpets! strike alarum, drums! Shak. 6. The waving of a weapon or other thing; a brandishing; as, the fluorish of a sword.",flərɪʃ,His Royal Secret,Lilah Pace
dicker,"1. The number or quantity of ten, particularly ten hides or skins; a dakir; as, a dicker of gloves. [Obs.] A dicker of cowhides. Heywood. 2. A chaffering, barter, or exchange, of small wares; as, to make a dicker. [U.S.] For peddling dicker, not for honest sales. Whittier.

To negotiate a dicker; to barter. [U.S.] ""Ready to dicker. and to swap."" Cooper.",ˈdɪkər,His Royal Secret,Lilah Pace
bounder,"One who, or that which, limits; a boundary. Sir T. Herbert.",ˈbaʊndər,His Royal Secret,Lilah Pace
groin,"The snout of a swine. [Obs.] Chaucer.

To grunt to growl; to snarl; to murmur. [Obs.] Chaucer. Bears that groined coatinually. Spenser.

1. (Anat.)  The line between the lower part of the abdomen and the thigh, or the region of this line; the inguen. 2. (Arch.)  The projecting solid angle formed by the meeting of two vaults, growing more obtuse as it approaches the summit. 3. (Math.)  The surface formed by two such vaults. 4. A frame of woodwork across a beach to accumulate and retain shingle. [Eng.] Weale.

To fashion into groins; to build with groins. The hand that rounded Peter's dome, And groined the aisles of Christian Rome, Wrought in a sad sincerity. Emerson.",grɔɪn,His Royal Secret,Lilah Pace
grunted,咕哝着,ˈgrəntɪd,His Royal Secret,Lilah Pace
stubble,"The stumps of wheat, rye, barley, oats, or buckwheat, left in the ground; the part of the stalk left by the scythe or sickle. ""After the first crop is off, they plow in the wheast stubble."" Mortimer. Stubble goose (Zoöl.), the graylag goose. [Prov. Eng.] Chaucer. -- Stubble rake, a rake with long teeth for gleaning in stubble.",ˈstəbəl,His Royal Secret,Lilah Pace
sociopath,反社会者,ˈsoʊsioʊˌpæðz,His Royal Secret,Lilah Pace
"kilt,",苏格兰短裙，,"kɪlt,",His Royal Secret,Lilah Pace
Post-its,便利贴,post-its*,His Royal Secret,Lilah Pace
subterfuge,"That to which one resorts for escape or concealment; an artifice employed to escape censure or the force of an argument, or to justify opinions or conduct; a shift; an evasion. Affect not little shifts and subterfuges, to avoid the force of an argument. I. Watts. By a miserable subterfuge, they hope to render this position safe by rendering it nugatory. Burke.",ˈsəbtərfˌjuʤ,His Royal Secret,Lilah Pace
uncork,"To draw the cork from; as, to uncork a bottle.",ənˈkɔrk,His Royal Secret,Lilah Pace
stunner,"1. One who, or that which, stuns. 2. Something striking or amazing in quality; something of extraordinary excellence. [Slang] Thackeray.",ˈstənər,His Royal Secret,Lilah Pace
rueful,"1. Causing one to rue or lament; woeful; mournful; sorrowful. 2. Expressing sorrow. ""Rueful faces."" Dryden. Two rueful figures, with long black cloaks. Sir W. Scott. -- Rue""ful*ly, adv. -- Rue""ful*ness, n.",ˈrufəl,His Royal Secret,Lilah Pace
gadgetry,小玩意儿,ˈgæʤətri,His Royal Secret,Lilah Pace
quake,"1. To be agitated with quick, short motions continually repeated; to shake with fear, cold, etc.; to shudder; to tremble. Quaking for dread."" Chaucer. She stood quaking like the partridge on which the hawk is ready to seize. Sir P. Sidney. 2. To shake, vibrate, or quiver, either from not being solid, as soft, wet land, or from violent convulsion of any kind; as, the earth quakes; the mountains quake. "" Over quaking bogs."" Macaulay.

To cause to quake. [Obs.] Shak.

A tremulous agitation; a quick vibratory movement; a shudder; a quivering.",kweɪk,His Royal Secret,Lilah Pace
mesh shirts,网眼衬衫,mɛʃ ʃərts,His Royal Secret,Lilah Pace
shooed,被赶,ʃud,His Royal Secret,Lilah Pace
tapering,"Becoming gradually smaller toward one end. -- Ta""per*ing*ly, adv.",ˈteɪpərɪŋ,His Royal Secret,Lilah Pace
police,"1. A judicial and executive system, for the government of a city, town, or district, for the preservation of rights, order, cleanliness, health, etc., and for the enforcement of the laws and prevention of crime; the administration of the laws and regulations of a city, incorporated town, or borough. 2. That which concerns the order of the community; the internal regulation of a state. 3. The organized body of civil officers in a city, town, or district, whose particular duties are the preservation of good order, the prevention and detection of crime, and the enforcement of the laws. 4. (Mil.)  Military police, the body of soldiers detailed to preserve civil order and attend to sanitary arrangements in a camp or garrison. 5. The cleaning of a camp or garrison, or the state Police commissioner, a civil officer, usually one of a board, commissioned to regulate and control the appointment, duties, and discipline of the police. -- Police constable, or Police officer, a policeman. -- Police court, a minor court to try persons brought before it by the police. -- Police inspector, an officer of police ranking next below a superintendent. -- Police jury, a body of officers who collectively exercise jurisdiction in certain cases of police, as levying taxes, etc.; -- so called in Louisiana. Bouvier. -- Police justice, or Police magistrate, a judge of a police court. -- Police offenses (Law), minor offenses against the order of the community, of which a police court may have final jurisdiction. -- Police station, the headquarters of the police, or of a section of them; the place where the police assemble for orders, and to which they take arrested persons.

1. To keep in order by police. 2. (Mil.)  To make clean; as, to police a camp.",pəˈlis,His Royal Secret,Lilah Pace
eyeliner,眼线笔,ˈaɪˌlaɪnər,His Royal Secret,Lilah Pace
usurping,篡夺,ˌjuˈsərpɪŋ,His Royal Secret,Lilah Pace
sheen,"Bright; glittering; radiant; fair; showy; sheeny. [R., except in poetry.] This holy maiden, that is so bright and sheen. Chaucer. Up rose each warrier bold and brave, Glistening in filed steel and armor sheen. Fairfax.

To shine; to glisten. [Poetic] This town, That, sheening far, celestial seems to be. Byron.

Brightness; splendor; glitter. ""Throned in celestial sheen."" Milton.",ʃin,His Royal Secret,Lilah Pace
helping,帮助,ˈhɛlpɪŋ,His Royal Secret,Lilah Pace
exasperated,恼怒的,ɪgˈzæspərˌeɪtɪd,His Royal Secret,Lilah Pace
satchel,"A little sack or bag for carrying papers, books, or small articles of wearing apparel; a hand bag. [Spelled also sachel.] The whining schoolboy with his satchel. Shak.",satchel*,His Royal Secret,Lilah Pace
angst,焦虑,ɑŋkst,His Royal Secret,Lilah Pace
breach,"1. The act of breaking, in a figurative sense. 2. Specifically: A breaking or infraction of a law, or of any obligation or tie; violation; non-fulfillment; as, a breach of contract; a breach of promise. 3. A gap or opening made made by breaking or battering, as in a wall or fortification; the space between the parts of a solid body rent by violence; a break; a rupture. Once more unto the breach, dear friends, once more; Or close the wall up with our English dead. Shak. 4. A breaking of waters, as over a vessel; the waters themselves; surge; surf. The Lord hath broken forth upon mine enemies before me, as the breach of waters. 2 Sam. v. 20 A clear breach implies that the waves roll over the vessel without breaking. -- A clean breach implies that everything on deck is swept away. Ham. Nav. Encyc. 5. A breaking up of amicable relations; rupture. There's fallen between him and my lord An unkind breach. Shak. 6. A bruise; a wound. Breach for breach, eye for eye. Lev. xxiv. 20 7. (Med.)  A hernia; a rupture. 8. A breaking out upon; an assault. The Lord had made a breach upon Uzza. 1. Chron. xiii. 11 Breach of falth, a breaking, or a failure to keep, an expressed or implied promise; a betrayal of confidence or trust. -- Breach of peace, disorderly conduct, disturbing the public peace. -- Breach of privilege, an act or default in violation of the privilege or either house of Parliament, of Congress, or of a State legislature, as, for instance, by false swearing before a committee. Mozley. Abbott. - Breach of promise, violation of one's plighted word, esp. of a promise to marry. -- Breach of trust, violation of one's duty or faith in a matter entrusted to one. Syn. -- Rent; cleft; chasm; rift; aperture; gap; break; disruption; fracture; rupture; infraction; infringement; violation; quarrel; dispute; contention; difference; misunderstanding.

To make a breach or opening in; as, to breach the walls of a city.

To break the water, as by leaping out; -- said of a whale.",briʧ,His Royal Secret,Lilah Pace
teak,"A tree of East Indies (Tectona grandis) which furnishes an extremely strong and durable timber highly valued for shipbuilding and other purposes; also, the timber of the tree. [Written also teek.] African teak, a tree (Oldfieldia Africana) of Sierra Leone; also, its very heavy and durable wood; -- called also African oak. -- New Zeland teak, a large tree (Vitex littoralis) of New Zeland; also, its hard, durable timber.",tik,His Royal Secret,Lilah Pace
gauntlet,"See Gantlet.

1. A glove of such material that it defends the hand from wounds. Note: The gauntlet of the Middle Ages was sometimes of chain mail, sometimes of leather partly covered with plates, scales, etc., of metal sewed to it, and, in the 14th century, became a glove of small steel plates, carefully articulated and covering the whole hand except the palm and the inside of the fingers. 2. A long glove, covering the wrist. 3. (Naut.)  A rope on which hammocks or clothes are hung for drying. To take up the gauntlet, to accept a challenge. -- To throw down the gauntlet, to offer or send a challenge. The gauntlet or glove was thrown down by the knight challenging, and was taken up by the one who accepted the challenge; -- hence the phrases.",gauntlets*,His Royal Secret,Lilah Pace
